firstName,lastName,attempts,completions,interceptions,touchdowns,yards,whenPlayed,ourTeam,ourScore,theirTeam,theirScore
James,Monroe,32,11,0,1,93,2010-04-14,Fremont Firebugs,10,Yonkers Yellowjackets,38
James,Monroe,32,12,0,0,103,2010-04-21,Fremont Firebugs,10,Shreveport Seamen,27
James,Monroe,26,13,0,1,128,2010-04-28,Fremont Firebugs,20,San Bernardino Stalkers,23
Cal,Coolidge,3,1,0,1,10,2010-04-28,Fremont Firebugs,20,San Bernardino Stalkers,23
James,Monroe,28,10,0,1,96,2010-05-05,Fremont Firebugs,10,Tacoma Touchdown-Scorers,0
James,Monroe,27,13,0,1,105,2010-05-12,Fremont Firebugs,17,Glendale Centers,3
James,Monroe,38,14,0,1,105,2010-05-19,Fremont Firebugs,17,Des Moines Desperadoes,10
James,Monroe,33,12,0,0,98,2010-05-26,Fremont Firebugs,9,Augusta Autocrats,6
James,Monroe,26,9,0,0,65,2010-06-02,Fremont Firebugs,4,Grand Rapids Gamers,21
James,Monroe,27,10,0,0,77,2010-06-09,Fremont Firebugs,4,Huntington Beach Harriers,41
James,Monroe,25,9,0,0,81,2010-06-16,Fremont Firebugs,8,Mobile Misfits,41
Cal,Coolidge,10,5,0,0,62,2010-06-16,Fremont Firebugs,8,Mobile Misfits,41
James,Monroe,31,17,0,1,136,2010-06-23,Fremont Firebugs,14,Boise Bearcats,13
Cal,Coolidge,6,2,0,0,19,2010-06-23,Fremont Firebugs,14,Boise Bearcats,13
James,Monroe,26,10,0,0,88,2010-06-30,Fremont Firebugs,9,Modesto Misanthropes,0
Warren,Harding,30,12,0,0,97,2010-03-24,Montgomery Music,8,Spokane Stallions,28
Ike,Eisenhower,2,0,1,0,0,2010-03-24,Montgomery Music,8,Spokane Stallions,28
Warren,Harding,21,8,0,1,76,2010-03-31,Montgomery Music,23,Richmond Roustabouts,10
Ike,Eisenhower,6,2,1,1,15,2010-03-31,Montgomery Music,23,Richmond Roustabouts,10
Warren,Harding,26,11,0,0,114,2010-04-07,Montgomery Music,4,Yonkers Yellowjackets,10
Warren,Harding,26,14,0,1,144,2010-04-14,Montgomery Music,19,Shreveport Seamen,31
Ike,Eisenhower,3,0,1,0,0,2010-04-14,Montgomery Music,19,Shreveport Seamen,31
Warren,Harding,32,16,0,2,152,2010-04-21,Montgomery Music,15,San Bernardino Stalkers,17
Warren,Harding,36,15,0,1,119,2010-04-28,Montgomery Music,15,Tacoma Touchdown-Scorers,30
Ike,Eisenhower,1,0,1,0,0,2010-04-28,Montgomery Music,15,Tacoma Touchdown-Scorers,30
Warren,Harding,28,11,0,0,105,2010-05-05,Montgomery Music,12,Glendale Centers,28
Warren,Harding,24,13,0,0,103,2010-05-12,Montgomery Music,3,Des Moines Desperadoes,20
Ike,Eisenhower,8,3,1,0,20,2010-05-12,Montgomery Music,3,Des Moines Desperadoes,20
Warren,Harding,37,16,0,1,169,2010-05-19,Montgomery Music,15,Augusta Autocrats,34
Ike,Eisenhower,1,0,1,0,0,2010-05-19,Montgomery Music,15,Augusta Autocrats,34
Warren,Harding,29,14,0,1,117,2010-05-26,Montgomery Music,13,Grand Rapids Gamers,0
Ike,Eisenhower,4,1,1,0,6,2010-05-26,Montgomery Music,13,Grand Rapids Gamers,0
Warren,Harding,33,13,0,1,119,2010-06-02,Montgomery Music,10,Huntington Beach Harriers,35
Warren,Harding,33,15,0,1,134,2010-06-09,Montgomery Music,17,Mobile Misfits,37
Ike,Eisenhower,1,0,1,0,0,2010-06-09,Montgomery Music,17,Mobile Misfits,37
Warren,Harding,20,10,0,0,100,2010-06-16,Montgomery Music,15,Boise Bearcats,17
Ike,Eisenhower,5,1,1,1,6,2010-06-16,Montgomery Music,15,Boise Bearcats,17
Warren,Harding,27,11,0,1,109,2010-06-23,Montgomery Music,19,Modesto Misanthropes,16
Ike,Eisenhower,7,2,1,1,11,2010-06-23,Montgomery Music,19,Modesto Misanthropes,16
Warren,Harding,27,12,0,1,98,2010-06-30,Montgomery Music,17,Fremont Firebugs,13
Lyndon,Johnson,27,12,0,0,110,2010-03-24,Spokane Stallions,2,Richmond Roustabouts,23
Lyndon,Johnson,28,10,0,0,102,2010-03-31,Spokane Stallions,8,Yonkers Yellowjackets,44
Lyndon,Johnson,39,16,0,2,154,2010-04-07,Spokane Stallions,25,Shreveport Seamen,13
Lyndon,Johnson,23,11,0,0,115,2010-04-14,Spokane Stallions,4,San Bernardino Stalkers,34
George,Bush,11,4,0,0,38,2010-04-14,Spokane Stallions,4,San Bernardino Stalkers,34
Lyndon,Johnson,31,14,0,0,111,2010-04-21,Spokane Stallions,7,Tacoma Touchdown-Scorers,13
Lyndon,Johnson,22,11,0,0,108,2010-04-28,Spokane Stallions,1,Glendale Centers,35
George,Bush,13,6,0,0,52,2010-04-28,Spokane Stallions,1,Glendale Centers,35
Lyndon,Johnson,28,12,0,1,90,2010-05-05,Spokane Stallions,8,Des Moines Desperadoes,30
Lyndon,Johnson,16,9,0,0,79,2010-05-12,Spokane Stallions,10,Augusta Autocrats,38
George,Bush,9,4,0,1,36,2010-05-12,Spokane Stallions,10,Augusta Autocrats,38
Lyndon,Johnson,31,16,0,1,150,2010-05-19,Spokane Stallions,7,Grand Rapids Gamers,6
Lyndon,Johnson,28,15,0,2,133,2010-05-26,Spokane Stallions,22,Huntington Beach Harriers,35
George,Bush,7,3,0,0,32,2010-05-26,Spokane Stallions,22,Huntington Beach Harriers,35
Lyndon,Johnson,30,12,0,1,111,2010-06-02,Spokane Stallions,7,Mobile Misfits,14
George,Bush,4,2,0,0,22,2010-06-02,Spokane Stallions,7,Mobile Misfits,14
Lyndon,Johnson,32,17,0,1,161,2010-06-09,Spokane Stallions,16,Boise Bearcats,3
Lyndon,Johnson,21,11,0,0,116,2010-06-16,Spokane Stallions,2,Modesto Misanthropes,35
George,Bush,8,3,0,0,27,2010-06-16,Spokane Stallions,2,Modesto Misanthropes,35
Lyndon,Johnson,35,15,0,2,133,2010-06-23,Spokane Stallions,19,Fremont Firebugs,16
Lyndon,Johnson,25,10,0,1,103,2010-06-30,Spokane Stallions,22,Montgomery Music,35
George,Bush,3,1,0,1,10,2010-06-30,Spokane Stallions,22,Montgomery Music,35
Frank,Pierce,34,9,1,1,50,2010-03-24,Richmond Roustabouts,19,Yonkers Yellowjackets,0
Frank,Pierce,34,12,1,0,69,2010-03-31,Richmond Roustabouts,9,Shreveport Seamen,27
Frank,Pierce,27,11,1,0,66,2010-04-07,Richmond Roustabouts,12,San Bernardino Stalkers,0
Frank,Pierce,35,7,1,0,36,2010-04-14,Richmond Roustabouts,3,Tacoma Touchdown-Scorers,20
Frank,Pierce,17,6,1,0,36,2010-04-21,Richmond Roustabouts,3,Glendale Centers,0
John,Adams,10,3,1,0,23,2010-04-21,Richmond Roustabouts,3,Glendale Centers,0
Frank,Pierce,25,5,1,0,23,2010-04-28,Richmond Roustabouts,1,Des Moines Desperadoes,44
Frank,Pierce,32,7,1,0,32,2010-05-05,Richmond Roustabouts,9,Augusta Autocrats,0
John,Adams,3,1,1,0,6,2010-05-05,Richmond Roustabouts,9,Augusta Autocrats,0
Frank,Pierce,29,8,1,0,39,2010-05-12,Richmond Roustabouts,10,Grand Rapids Gamers,28
Frank,Pierce,33,11,1,1,49,2010-05-19,Richmond Roustabouts,17,Huntington Beach Harriers,34
Frank,Pierce,30,11,1,1,61,2010-05-26,Richmond Roustabouts,12,Mobile Misfits,9
Frank,Pierce,30,11,1,1,66,2010-06-02,Richmond Roustabouts,19,Boise Bearcats,24
Frank,Pierce,26,8,1,0,49,2010-06-09,Richmond Roustabouts,8,Modesto Misanthropes,28
Frank,Pierce,35,10,1,0,50,2010-06-16,Richmond Roustabouts,6,Fremont Firebugs,35
Frank,Pierce,33,8,1,0,50,2010-06-23,Richmond Roustabouts,2,Montgomery Music,27
Frank,Pierce,22,5,1,0,29,2010-06-30,Richmond Roustabouts,10,Spokane Stallions,31
John,Adams,7,1,1,0,6,2010-06-30,Richmond Roustabouts,10,Spokane Stallions,31
Dutch,Reagan,35,22,0,4,296,2010-03-24,Yonkers Yellowjackets,29,Shreveport Seamen,27
Dutch,Reagan,34,25,0,4,415,2010-03-31,Yonkers Yellowjackets,34,San Bernardino Stalkers,24
Dutch,Reagan,39,26,0,5,385,2010-04-07,Yonkers Yellowjackets,38,Tacoma Touchdown-Scorers,6
Dutch,Reagan,22,13,0,3,200,2010-04-14,Yonkers Yellowjackets,31,Glendale Centers,20
Steve,Cleveland,9,3,1,0,20,2010-04-14,Yonkers Yellowjackets,31,Glendale Centers,20
Dutch,Reagan,29,21,0,4,279,2010-04-21,Yonkers Yellowjackets,28,Des Moines Desperadoes,17
Steve,Cleveland,1,0,1,0,0,2010-04-21,Yonkers Yellowjackets,28,Des Moines Desperadoes,17
Dutch,Reagan,37,26,0,5,405,2010-04-28,Yonkers Yellowjackets,43,Augusta Autocrats,34
Dutch,Reagan,18,10,0,2,138,2010-05-05,Yonkers Yellowjackets,29,Grand Rapids Gamers,10
Steve,Cleveland,11,4,1,1,29,2010-05-05,Yonkers Yellowjackets,29,Grand Rapids Gamers,10
Dutch,Reagan,29,20,0,4,258,2010-05-12,Yonkers Yellowjackets,34,Huntington Beach Harriers,41
Dutch,Reagan,31,22,0,3,305,2010-05-19,Yonkers Yellowjackets,25,Mobile Misfits,38
Dutch,Reagan,30,17,0,4,281,2010-05-26,Yonkers Yellowjackets,33,Boise Bearcats,23
Dutch,Reagan,19,12,0,2,147,2010-06-02,Yonkers Yellowjackets,24,Modesto Misanthropes,34
Steve,Cleveland,12,4,1,0,25,2010-06-02,Yonkers Yellowjackets,24,Modesto Misanthropes,34
Dutch,Reagan,38,29,0,5,431,2010-06-09,Yonkers Yellowjackets,38,Fremont Firebugs,34
Dutch,Reagan,25,19,0,3,225,2010-06-16,Yonkers Yellowjackets,24,Montgomery Music,13
Dutch,Reagan,38,24,0,4,317,2010-06-23,Yonkers Yellowjackets,37,Spokane Stallions,30
Dutch,Reagan,25,17,0,2,199,2010-06-30,Yonkers Yellowjackets,20,Richmond Roustabouts,37
Dick,Nixon,25,11,1,1,79,2010-03-24,Shreveport Seamen,18,San Bernardino Stalkers,9
Dick,Nixon,30,14,1,0,107,2010-03-31,Shreveport Seamen,9,Tacoma Touchdown-Scorers,34
Dick,Nixon,27,9,1,0,66,2010-04-07,Shreveport Seamen,1,Glendale Centers,35
Tom,Wilson,5,2,1,0,13,2010-04-07,Shreveport Seamen,1,Glendale Centers,35
Dick,Nixon,30,12,1,0,78,2010-04-14,Shreveport Seamen,9,Des Moines Desperadoes,28
Dick,Nixon,21,7,1,1,50,2010-04-21,Shreveport Seamen,17,Augusta Autocrats,16
Tom,Wilson,9,4,1,0,27,2010-04-21,Shreveport Seamen,17,Augusta Autocrats,16
Dick,Nixon,32,15,1,0,131,2010-04-28,Shreveport Seamen,5,Grand Rapids Gamers,27
Dick,Nixon,26,10,1,1,88,2010-05-05,Shreveport Seamen,19,Huntington Beach Harriers,37
Dick,Nixon,30,9,1,1,68,2010-05-12,Shreveport Seamen,8,Mobile Misfits,37
Tom,Wilson,5,1,1,0,7,2010-05-12,Shreveport Seamen,8,Mobile Misfits,37
Dick,Nixon,27,9,1,1,76,2010-05-19,Shreveport Seamen,14,Boise Bearcats,34
Dick,Nixon,32,10,1,0,88,2010-05-26,Shreveport Seamen,5,Modesto Misanthropes,14
Dick,Nixon,31,14,1,0,89,2010-06-02,Shreveport Seamen,7,Fremont Firebugs,31
Dick,Nixon,27,11,1,0,70,2010-06-09,Shreveport Seamen,6,Montgomery Music,0
Dick,Nixon,22,10,1,1,86,2010-06-16,Shreveport Seamen,15,Spokane Stallions,44
Tom,Wilson,13,4,1,1,30,2010-06-16,Shreveport Seamen,15,Spokane Stallions,44
Dick,Nixon,39,12,1,0,100,2010-06-23,Shreveport Seamen,4,Richmond Roustabouts,14
Dick,Nixon,29,12,1,0,104,2010-06-30,Shreveport Seamen,6,Yonkers Yellowjackets,17
Jimmy,Carter,38,22,0,1,239,2010-03-24,San Bernardino Stalkers,17,Tacoma Touchdown-Scorers,17
Jimmy,Carter,31,18,0,1,201,2010-03-31,San Bernardino Stalkers,7,Glendale Centers,7
Jimmy,Carter,32,15,0,1,122,2010-04-07,San Bernardino Stalkers,8,Des Moines Desperadoes,17
Jimmy,Carter,29,15,0,2,132,2010-04-14,San Bernardino Stalkers,23,Augusta Autocrats,38
Jimmy,Carter,28,15,0,2,152,2010-04-21,San Bernardino Stalkers,16,Grand Rapids Gamers,9
Jimmy,Carter,26,12,0,1,108,2010-04-28,San Bernardino Stalkers,8,Huntington Beach Harriers,7
Jimmy,Carter,35,19,0,1,170,2010-05-05,San Bernardino Stalkers,8,Mobile Misfits,37
Jimmy,Carter,30,12,0,2,125,2010-05-12,San Bernardino Stalkers,19,Boise Bearcats,37
Jimmy,Carter,25,10,0,0,87,2010-05-19,San Bernardino Stalkers,1,Modesto Misanthropes,30
Jimmy,Carter,27,12,0,0,105,2010-05-26,San Bernardino Stalkers,12,Fremont Firebugs,20
Jimmy,Carter,20,11,0,1,103,2010-06-02,San Bernardino Stalkers,21,Montgomery Music,28
Barry,Obama,10,3,1,1,18,2010-06-02,San Bernardino Stalkers,21,Montgomery Music,28
Jimmy,Carter,35,15,0,1,126,2010-06-09,San Bernardino Stalkers,17,Spokane Stallions,37
Jimmy,Carter,24,13,0,2,145,2010-06-16,San Bernardino Stalkers,21,Richmond Roustabouts,35
Barry,Obama,2,0,1,0,0,2010-06-16,San Bernardino Stalkers,21,Richmond Roustabouts,35
Jimmy,Carter,27,13,0,2,144,2010-06-23,San Bernardino Stalkers,24,Yonkers Yellowjackets,20
Jimmy,Carter,23,13,0,1,135,2010-06-30,San Bernardino Stalkers,24,Shreveport Seamen,35
Barry,Obama,8,3,1,1,21,2010-06-30,San Bernardino Stalkers,24,Shreveport Seamen,35
Quinn,Adams,22,6,1,0,30,2010-03-24,Tacoma Touchdown-Scorers,4,Glendale Centers,13
James,Polk,12,2,1,0,7,2010-03-24,Tacoma Touchdown-Scorers,4,Glendale Centers,13
Quinn,Adams,28,10,1,1,57,2010-03-31,Tacoma Touchdown-Scorers,25,Des Moines Desperadoes,38
James,Polk,9,2,1,1,9,2010-03-31,Tacoma Touchdown-Scorers,25,Des Moines Desperadoes,38
Quinn,Adams,33,8,1,0,39,2010-04-07,Tacoma Touchdown-Scorers,1,Augusta Autocrats,30
Quinn,Adams,19,6,1,0,35,2010-04-14,Tacoma Touchdown-Scorers,6,Grand Rapids Gamers,21
James,Polk,6,1,1,0,5,2010-04-14,Tacoma Touchdown-Scorers,6,Grand Rapids Gamers,21
Quinn,Adams,21,7,1,1,33,2010-04-21,Tacoma Touchdown-Scorers,12,Huntington Beach Harriers,23
James,Polk,10,2,1,0,9,2010-04-21,Tacoma Touchdown-Scorers,12,Huntington Beach Harriers,23
Quinn,Adams,18,5,1,1,27,2010-04-28,Tacoma Touchdown-Scorers,14,Mobile Misfits,21
James,Polk,11,4,1,0,18,2010-04-28,Tacoma Touchdown-Scorers,14,Mobile Misfits,21
Quinn,Adams,23,8,1,0,41,2010-05-05,Tacoma Touchdown-Scorers,5,Boise Bearcats,31
James,Polk,3,0,1,0,0,2010-05-05,Tacoma Touchdown-Scorers,5,Boise Bearcats,31
Quinn,Adams,17,4,1,0,17,2010-05-12,Tacoma Touchdown-Scorers,19,Modesto Misanthropes,9
James,Polk,7,2,1,1,9,2010-05-12,Tacoma Touchdown-Scorers,19,Modesto Misanthropes,9
Quinn,Adams,28,6,1,0,32,2010-05-19,Tacoma Touchdown-Scorers,4,Fremont Firebugs,0
Quinn,Adams,34,12,1,1,65,2010-05-26,Tacoma Touchdown-Scorers,11,Montgomery Music,13
Quinn,Adams,30,6,1,1,34,2010-06-02,Tacoma Touchdown-Scorers,9,Spokane Stallions,14
Quinn,Adams,32,12,1,1,65,2010-06-09,Tacoma Touchdown-Scorers,7,Richmond Roustabouts,13
Quinn,Adams,35,12,1,0,57,2010-06-16,Tacoma Touchdown-Scorers,4,Yonkers Yellowjackets,21
Quinn,Adams,35,9,1,0,47,2010-06-23,Tacoma Touchdown-Scorers,1,Shreveport Seamen,17
Quinn,Adams,25,6,1,0,31,2010-06-30,Tacoma Touchdown-Scorers,19,San Bernardino Stalkers,17
James,Polk,12,4,1,1,20,2010-06-30,Tacoma Touchdown-Scorers,19,San Bernardino Stalkers,17
James,Madison,34,14,0,1,105,2010-03-24,Glendale Centers,10,Des Moines Desperadoes,16
James,Madison,32,16,0,1,117,2010-03-31,Glendale Centers,13,Augusta Autocrats,20
James,Madison,26,13,0,1,97,2010-04-07,Glendale Centers,16,Grand Rapids Gamers,27
Dubya,Bush,1,0,1,0,0,2010-04-07,Glendale Centers,16,Grand Rapids Gamers,27
James,Madison,23,10,0,1,100,2010-04-14,Glendale Centers,17,Huntington Beach Harriers,10
Dubya,Bush,8,3,1,0,21,2010-04-14,Glendale Centers,17,Huntington Beach Harriers,10
James,Madison,35,14,0,0,128,2010-04-21,Glendale Centers,12,Mobile Misfits,31
James,Madison,25,13,0,0,127,2010-04-28,Glendale Centers,13,Boise Bearcats,24
Dubya,Bush,10,5,1,1,35,2010-04-28,Glendale Centers,13,Boise Bearcats,24
James,Madison,27,14,0,1,127,2010-05-05,Glendale Centers,7,Modesto Misanthropes,14
James,Madison,30,15,0,2,153,2010-05-12,Glendale Centers,14,Fremont Firebugs,0
Dubya,Bush,3,1,1,0,6,2010-05-12,Glendale Centers,14,Fremont Firebugs,0
James,Madison,31,15,0,1,141,2010-05-19,Glendale Centers,11,Montgomery Music,27
James,Madison,29,12,0,1,105,2010-05-26,Glendale Centers,15,Spokane Stallions,23
Dubya,Bush,9,4,1,0,29,2010-05-26,Glendale Centers,15,Spokane Stallions,23
James,Madison,23,11,0,1,96,2010-06-02,Glendale Centers,18,Richmond Roustabouts,41
Dubya,Bush,5,2,1,0,15,2010-06-02,Glendale Centers,18,Richmond Roustabouts,41
James,Madison,32,13,0,0,104,2010-06-09,Glendale Centers,4,Yonkers Yellowjackets,16
Dubya,Bush,4,1,1,0,7,2010-06-09,Glendale Centers,4,Yonkers Yellowjackets,16
James,Madison,28,15,0,2,148,2010-06-16,Glendale Centers,23,Shreveport Seamen,17
James,Madison,25,14,0,1,136,2010-06-23,Glendale Centers,10,San Bernardino Stalkers,27
Dubya,Bush,2,0,1,0,0,2010-06-23,Glendale Centers,10,San Bernardino Stalkers,27
James,Madison,24,10,0,1,75,2010-06-30,Glendale Centers,16,Tacoma Touchdown-Scorers,3
Dubya,Bush,5,2,1,0,13,2010-06-30,Glendale Centers,16,Tacoma Touchdown-Scorers,3
Franklin,Roosevelt,24,19,0,4,336,2010-03-24,Des Moines Desperadoes,39,Augusta Autocrats,13
Franklin,Roosevelt,20,17,0,4,270,2010-03-31,Des Moines Desperadoes,39,Grand Rapids Gamers,9
Big Bill,Taft,8,5,0,1,84,2010-03-31,Des Moines Desperadoes,39,Grand Rapids Gamers,9
Franklin,Roosevelt,23,18,0,5,309,2010-04-07,Des Moines Desperadoes,41,Huntington Beach Harriers,9
Big Bill,Taft,7,5,0,0,68,2010-04-07,Des Moines Desperadoes,41,Huntington Beach Harriers,9
Franklin,Roosevelt,34,24,0,4,330,2010-04-14,Des Moines Desperadoes,35,Mobile Misfits,9
Franklin,Roosevelt,29,24,0,6,440,2010-04-21,Des Moines Desperadoes,44,Boise Bearcats,24
Franklin,Roosevelt,37,29,0,8,543,2010-04-28,Des Moines Desperadoes,57,Modesto Misanthropes,3
Big Bill,Taft,1,0,0,0,0,2010-04-28,Des Moines Desperadoes,57,Modesto Misanthropes,3
Franklin,Roosevelt,31,26,0,6,361,2010-05-05,Des Moines Desperadoes,50,Fremont Firebugs,34
Franklin,Roosevelt,35,23,0,6,385,2010-05-12,Des Moines Desperadoes,44,Montgomery Music,3
Franklin,Roosevelt,37,26,0,6,435,2010-05-19,Des Moines Desperadoes,50,Spokane Stallions,38
Franklin,Roosevelt,25,17,0,5,328,2010-05-26,Des Moines Desperadoes,35,Richmond Roustabouts,41
Franklin,Roosevelt,23,19,0,3,282,2010-06-02,Des Moines Desperadoes,36,Yonkers Yellowjackets,10
Big Bill,Taft,11,7,0,2,110,2010-06-02,Des Moines Desperadoes,36,Yonkers Yellowjackets,10
Franklin,Roosevelt,32,23,0,4,339,2010-06-09,Des Moines Desperadoes,31,Shreveport Seamen,14
Franklin,Roosevelt,30,22,0,4,324,2010-06-16,Des Moines Desperadoes,31,San Bernardino Stalkers,37
Big Bill,Taft,2,1,0,0,18,2010-06-16,Des Moines Desperadoes,31,San Bernardino Stalkers,37
Franklin,Roosevelt,21,18,0,5,320,2010-06-23,Des Moines Desperadoes,47,Tacoma Touchdown-Scorers,27
Big Bill,Taft,5,3,0,0,41,2010-06-23,Des Moines Desperadoes,47,Tacoma Touchdown-Scorers,27
Franklin,Roosevelt,26,21,0,5,295,2010-06-30,Des Moines Desperadoes,38,Glendale Centers,24
Harry,Truman,38,12,1,0,96,2010-03-24,Augusta Autocrats,10,Grand Rapids Gamers,28
Harry,Truman,39,17,2,2,147,2010-03-31,Augusta Autocrats,21,Huntington Beach Harriers,30
Harry,Truman,20,8,1,0,73,2010-04-07,Augusta Autocrats,19,Mobile Misfits,14
Jack,Kennedy,9,2,1,1,11,2010-04-07,Augusta Autocrats,19,Mobile Misfits,14
Harry,Truman,28,11,1,1,100,2010-04-14,Augusta Autocrats,19,Boise Bearcats,27
Jack,Kennedy,5,1,1,0,6,2010-04-14,Augusta Autocrats,19,Boise Bearcats,27
Harry,Truman,27,11,1,0,99,2010-04-21,Augusta Autocrats,5,Modesto Misanthropes,35
Harry,Truman,34,11,1,0,91,2010-04-28,Augusta Autocrats,10,Fremont Firebugs,44
Jack,Kennedy,2,0,1,0,0,2010-04-28,Augusta Autocrats,10,Fremont Firebugs,44
Harry,Truman,31,15,1,0,128,2010-05-05,Augusta Autocrats,8,Montgomery Music,16
Jack,Kennedy,3,1,1,1,6,2010-05-05,Augusta Autocrats,8,Montgomery Music,16
Harry,Truman,36,15,1,0,117,2010-05-12,Augusta Autocrats,5,Spokane Stallions,17
Harry,Truman,31,15,1,1,106,2010-05-19,Augusta Autocrats,7,Richmond Roustabouts,9
Harry,Truman,35,18,1,0,132,2010-05-26,Augusta Autocrats,1,Yonkers Yellowjackets,21
Harry,Truman,28,12,1,0,81,2010-06-02,Augusta Autocrats,8,Shreveport Seamen,7
Harry,Truman,22,11,1,0,78,2010-06-09,Augusta Autocrats,11,San Bernardino Stalkers,37
Jack,Kennedy,13,5,1,1,27,2010-06-09,Augusta Autocrats,11,San Bernardino Stalkers,37
